Talcahuano; Valparaíso; 3500 km; 30; 2
Talcahuano; Puerto Montt; 3500 km; 30; 2
Taliabu; Sanana; 2100 km; 30; 2
Taliabu; Bangga; 2100 km; 30; 2
Talisay; Leganes; 1300 km; 15; 1
Tallinn; Helsinki; 1042 km; 30; 2
Tallinn; Stockholm; 1042 km; 30; 2
Tallinn; Helsinki; 250 km; 15; 1
Tallinn; Helsinki; 98 km; 15; 1
Tallinn; Kärdla; 240 km; 15; 1
Tanah Merah; Busan; 10400 km; 250; 10
Tanah Merah; Chongming; 10400 km; 250; 10
Tanah Merah; Danang; 10400 km; 250; 10
Tanah Merah; Kuantan; 10400 km; 250; 10
Tanah Merah; Maruyama; 10400 km; 250; 10
Tanah Merah; Nanhui; 10400 km; 250; 10
Tanah Merah; Shima; 10400 km; 250; 10
Tanah Merah; Songkhla; 10400 km; 250; 10
Tanah Merah; Toucheng ; 10400 km; 250; 10
Tanah Merah; Tseung Kwan O; 10400 km; 250; 10
Tanah Merah; Anyer; 4600 km; 45; 3
Tanah Merah; Flying Fish Cove; 4600 km; 45; 3
Tanah Merah; Perth; 4600 km; 45; 3
Tanah Merah; Batam; 250 km; 30; 2
Tanah Merah; Mersing; 250 km; 30; 2
Tanguisson Point; Keawaula; 20000 km; 30; 2 
Tanguisson Point; La Union; 20000 km; 30; 2 
Tanguisson Point; Tumon Bay; 12700 km; 75; 5  
Tanguisson Point; Shima; 12700 km; 75; 5
Tanguisson Point; Paddington; 12700 km; 75; 5
Tanguisson Point; Oxford Falls; 12700 km; 75; 5
Tanguisson Point; Maruyama; 12700 km; 75; 5
Tanguisson Point; Rota; 0 km; 15; 1
Tanjung Bemban; Kg Buntai; 762 km; 15; 1
Tanjung Bemban; Changi North; 1330 km; 45; 3
Tanjung Bemban; Sungai Kakap; 1330 km; 45; 3
Tanjung Bemban; Tanjung Pakis; 1330 km; 45; 3
Tanjung Pakis; Changi North; 1330 km; 45; 3
Tanjung Pakis; Sungai Kakap; 1330 km; 45; 3
Tanjung Pakis; Tanjung Bemban; 1330 km; 45; 3
Tanjung Pakis; Jakarta; 10860 km; 30; 2
Tanjung Pakis; Tanjung Pandan; 10860 km; 30; 2
Tanjung Pakis; Cirebon 888 km; 15; 1
Tanjung Pakis; Mentigi; 342 km; 30; 2
Tanjung Pakis; Ancol; 342 km; 30; 2
Tanjung Pandan; Pontianak; 10860 km; 60; 4
